material_id,formula,formation_energy,ehull,band_gap,is_magnetic_x,magnetic_ordering,total_magnetization_x,spacegroup,heusler_type,is_magnetic_y,total_magnetization_y
mp-862698,Ac2SiAu,-0.6415023025000011,0.087466920961524,0.0,False,NM,0.643123999999999,225,full,False,0.643123999999999
mp-983586,Ac2SiHg,-0.461455381875005,0.053580626444428,0.0,False,NM,6e-06,225,full,False,6e-06
mp-865855,Ac2SiPd,-0.6024802275000021,0.0,0.0,False,NM,1.5e-06,225,full,False,1.5e-06
mp-864795,Ac2SnHg,-0.645805788125002,0.037804611590921,0.0,False,NM,3.4e-05,225,full,False,3.4e-05
mp-1183072,Ac2TlCd,-0.407012381249998,0.0,0.0,False,NM,0.9829102,225,full,False,0.9829102
mp-1183073,Ac2TlIn,-0.513242463749996,0.0,0.0,False,NM,1.3900000000000002e-05,225,full,False,1.3900000000000002e-05
mp-1183070,Ac2TlSn,-0.570140636250002,0.0,0.0,False,NM,1.03e-05,225,full,False,1.03e-05
mp-1183077,Ac2YbMg,0.024890391249996,0.069044872187497,0.0,False,NM,1.3700000000000004e-05,225,full,False,1.3700000000000004e-05
mp-1183066,Ac2ZnAu,-0.542450432499997,0.008908270597764,0.0,False,NM,1.4e-06,225,full,False,1.4e-06
mp-865535,Ac2ZnGa,-0.378247717499995,0.004478638281256,0.0,False,NM,0.0004701,225,full,False,0.0004701
mp-866018,Ac2ZnGe,-0.457048125,0.0,0.0,False,NM,4.13e-05,225,full,False,4.13e-05
mp-1183067,Ac2ZnHg,-0.384465556874999,0.0,0.0,False,NM,0.007783999999999,225,full,False,0.007783999999999
mp-1183106,Ac2ZnIn,-0.385861482499997,0.0,0.0,False,NM,0.00202,225,full,False,0.00202
mp-865398,Ac2ZnIr,-0.414113234999995,0.029086866796873,0.0,False,NM,4e-07,225,full,False,4e-07
mp-866289,Ac2ZnSi,-0.344163451250004,0.111053604531242,0.0,False,NM,4e-06,225,full,False,4e-06
mp-1183061,Ac2ZnSn,-0.491821567499997,0.104676664218757,0.0,False,NM,3.5e-06,225,full,False,3.5e-06
mp-1183065,AcAg2Pb,-0.311332194375005,0.0,0.0,False,NM,2.4e-06,225,full,False,2.4e-06
mp-862890,AcAg2Sn,-0.356571924374996,0.044957207812501,0.0,False,NM,1e-06,225,full,False,1e-06
mp-862972,AcAgAu2,-0.602281895625004,0.023172729999998,0.0,False,NM,3.6e-06,225,full,False,3.6e-06
mp-862873,AcAgHg2,-0.398351831124948,0.016145468749996,0.0,False,NM,0.0013731,225,full,False,0.0013731
mp-867311,AcAgTe2,-0.996231785625006,0.253250824062497,0.079399999999999,False,NM,0.0,225,full,False,0.0
mp-866016,AcBiAu2,-0.703839425624998,0.093092230624996,0.0,False,NM,2e-07,225,full,False,2e-07
mp-867338,AcCdAg2,-0.214142074374997,0.050266774166651,0.0,False,NM,2.17e-05,225,full,False,2.17e-05
mp-1183071,AcCdAu2,-0.665137496874997,0.014088140833365,0.0,False,NM,0.000114999999999,225,full,False,0.000114999999999
mp-864644,AcCdHg2,-0.466220838124996,0.0,0.0,False,NM,6.7e-06,225,full,False,6.7e-06
mp-861880,AcCdRh2,-0.354021179374996,0.0,0.0,False,NM,3.6e-05,225,full,False,3.6e-05
mp-1183117,AcCeMg2,0.047029431875,0.082924545624999,0.0,True,FM,1.1638356,225,full,True,1.1638356
mp-1006278,AcEuAu2,-0.779867236875,0.0,0.0,True,FM,7.4132046,225,full,True,7.4132046
mp-1183268,AcEuMg2,-0.054028739374999,0.01039052125,0.0,True,FM,7.5289434,225,full,True,7.5289434
mp-1183124,AcEuZn2,-0.261695901874999,0.0,0.0,True,FM,7.0232003,225,full,True,7.0232003
mp-861884,AcGaTe2,-1.071641271875002,0.237129177708332,0.490999999999999,False,NM,0.0,225,full,False,0.0
mp-861966,AcHgAu2,-0.657633783749999,0.015640561250009,0.0,False,NM,1.6e-06,225,full,False,1.6e-06
mp-1183060,AcHgRh2,-0.321689603750002,0.0,0.0,False,NM,3.1e-06,225,full,False,3.1e-06
mp-1183055,AcHgTe2,-0.988194536250006,0.261288073437498,0.0,False,NM,2.5800000000000004e-05,225,full,False,2.5800000000000004e-05
mp-1183121,AcInAg2,-0.327194329374997,0.019408126874985,0.0,False,NM,3.6e-06,225,full,False,3.6e-06
mp-862860,AcInAu2,-0.712694174374995,0.031915724351819,0.0,False,NM,1.85e-05,225,full,False,1.85e-05
mp-867321,AcInHg2,-0.510612275624993,0.0,0.0,False,NM,1e-07,225,full,False,1e-07
mp-861460,AcInTe2,-1.165022114374998,0.148074160729173,0.3799,False,NM,0.0,225,full,False,0.0
mp-1183118,AcLaCd2,-0.274911696875,0.0,0.0,False,NM,0.7053009,225,full,False,0.7053009
mp-1183101,AcLaMg2,-0.067829229375001,0.012519636249998,0.0,False,NM,0.0022011,225,full,False,0.0022011
mp-865979,AcMgCd2,-0.238415764375,0.0,0.0,False,NM,3.6e-06,225,full,False,3.6e-06
mp-866225,AcMgHg2,-0.421982165625006,0.0,0.0,False,NM,1.2e-06,225,full,False,1.2e-06
mp-861735,AcMgTl2,-0.242557518541673,0.0,0.0,False,NM,4e-07,225,full,False,4e-07
mp-1183182,AcMgZn2,-0.235832424374998,0.0,0.0,False,NM,1.6e-06,225,full,False,1.6e-06
mp-1183179,AcNdMg2,-0.055583684999999,0.021256512499997,0.0,False,NM,0.17784,225,full,False,0.17784
mp-36526,AcOF,-4.159415700833336,0.0,4.256600000000001,False,NM,0.0,216,half,False,0.0
mp-867422,AcPbAu2,-0.6827262418750021,0.0,0.0,False,NM,1.65e-05,225,full,False,1.65e-05
mp-1183181,AcPrMg2,-0.057254358541666,0.017942212499997,0.0,False,NM,1.54e-05,225,full,False,1.54e-05
mp-1183220,AcRh2Pb,-0.346064169374997,0.0,0.0,False,NM,0.3409912,225,full,False,0.3409912
mp-862894,AcSbAu2,-0.719283556874998,0.159572761250004,0.0,False,NM,3e-07,225,full,False,3e-07
mp-865957,AcSnAu2,-0.7001559068750041,0.00636678781251,0.0,False,NM,8e-07,225,full,False,8e-07
mp-1183197,AcSnHg2,-0.482384125624996,0.009158627638903,0.0,False,NM,1e-07,225,full,False,1e-07
mp-1183243,AcSnPd2,-0.652294486875,0.137939885348842,0.0,False,NM,2.29e-05,225,full,False,2.29e-05
mp-865958,AcTlAg2,-0.236608026875003,0.0,0.0,False,NM,3e-07,225,full,False,3e-07
mp-865952,AcTlAu2,-0.6485188643749991,0.0,0.0,False,NM,5.5700000000000005e-05,225,full,False,5.5700000000000005e-05
mp-984551,AcTlHg2,-0.453474278124999,0.0,0.0,False,NM,4.7e-06,225,full,False,4.7e-06
mp-1183199,AcTlRh2,-0.345513796874996,0.0,0.0,False,NM,5.18e-05,225,full,False,5.18e-05
mp-865028,AcTlTe2,-1.251402644791669,0.0,0.6253000000000001,False,NM,0.0,225,full,False,0.0
mp-1183196,AcYbAg2,-0.232558955625002,0.0873005125,0.0,False,NM,1e-07,225,full,False,1e-07
mp-1183185,AcYbAu2,-0.8039132281249971,0.113419525416638,0.0,False,NM,2.499999999999999e-06,225,full,False,2.499999999999999e-06
mp-979962,AcYbCd2,-0.287293888124999,0.048577086562495,0.0,False,NM,7e-07,225,full,False,7e-07
mp-979981,AcYbGa2,-0.5005962431250021,0.066072811249995,0.0,False,NM,0.0,225,full,False,0.0
mp-866203,AcYbHg2,-0.485260694374999,0.0,0.0,False,NM,2e-07,225,full,False,2e-07
mp-979950,AcYbMg2,-0.042261125624996,0.037518067499998,0.0,False,NM,8e-07,225,full,False,8e-07
mp-980005,AcYbRh2,-0.6750111106249931,0.0,0.0,False,NM,0.0277619,225,full,False,0.0277619
mp-1183192,AcYbTl2,-0.378423713124995,0.0,0.0,False,NM,3.1e-06,225,full,False,3.1e-06
mp-865953,AcYbZn2,-0.242078450624998,0.094026371874999,0.0,False,NM,0.022408499999999,225,full,False,0.022408499999999
mp-1183174,AcZn2Cd,-0.231161206875,0.114255958749996,0.0,False,NM,1.5e-06,225,full,False,1.5e-06
mp-1183190,AcZn2In,-0.416209142760422,0.024936667083331,0.0,False,NM,0.0004228,225,full,False,0.0004228
mp-861734,AcZnAu2,-0.544362240624998,0.11837836576921,0.0,False,NM,4.33e-05,225,full,False,4.33e-05
mp-631581,Ag2BBr,0.968938673125001,1.298749192291667,0.0,False,NM,0.0067894,225,full,False,0.0067894
mp-631567,AgAsRu2,0.493404966458335,0.664681081458333,0.0,False,NM,0.00709,216,full,False,0.00709
mp-1183166,AgBiPd2,-0.188207855000001,0.014839621388887,0.0,False,NM,1.5e-06,225,full,False,1.5e-06
mp-861501,AgHgPd2,-0.139443913541665,0.0,0.0,False,NM,1e-07,225,full,False,1e-07
mp-1183167,AgPdAu2,-0.089660366250001,0.014482154772707,0.0,False,NM,2.899999999999999e-06,225,full,False,2.899999999999999e-06
mp-867319,Al2CoIr,-0.835120557500001,0.0,0.0,True,FM,0.4028231,225,full,True,0.4028231
mp-984352,Al2CoOs,-0.5402784149999991,0.0,0.0,False,NM,6e-07,225,full,False,6e-07
mp-862695,Al2CoRu,-0.6617507237500011,0.0,0.0,False,NM,3.76e-05,225,full,False,3.76e-05
mp-1183165,Al2CuPd,-0.5674328900000011,0.028162635124997,0.0,False,NM,4e-07,225,full,False,4e-07
mp-862691,Al2FeCo,-0.468052962499999,0.0,0.0,False,NM,0.0072225,225,full,False,0.0072225
mp-866031,Al2FeIr,-0.6807959575,0.0,0.0,True,FM,0.0687533,225,full,True,0.0687533
mp-867330,Al2FeNi,-0.499208689999998,0.024408005,0.0,True,FM,0.2247,225,full,True,0.2247
mp-1183147,Al2FeRh,-0.696539494999998,0.011389959999999,0.0,False,NM,0.0005847,225,full,False,0.0005847
mp-866284,Al2IrOs,-0.8285853749999991,0.0,0.0,False,NM,4e-07,225,full,False,4e-07
mp-862694,Al2IrRh,-1.130865957499999,0.0,0.0,False,NM,7.2e-06,225,full,False,7.2e-06
mp-865989,Al2IrRu,-0.984318068749999,0.0,0.0,False,NM,7e-07,225,full,False,7e-07
mp-1183155,Al2NiOs,-0.607955297499998,0.0,0.0,False,NM,2.6400000000000005e-05,225,full,False,2.6400000000000005e-05
mp-867775,Al2NiRu,-0.743546901249999,0.0,0.0,False,NM,1e-07,225,full,False,1e-07
mp-1183136,Al2OsRh,-0.8597437825,0.0,0.0,False,NM,1.3e-06,225,full,False,1.3e-06
mp-862715,Al2PdRu,-0.8579669187500011,0.0,0.0,False,NM,1.5e-06,225,full,False,1.5e-06
mp-867125,Al2RuPt,-0.990071008749996,0.0,0.0,False,NM,1e-07,225,full,False,1e-07
mp-867326,Al2RuRh,-1.008399888749998,0.0,0.0,False,NM,1.1e-06,225,full,False,1.1e-06
mp-1183135,Al2TcPd,-0.688403215000001,0.015259647130537,0.0,False,NM,6.099999999999997e-06,225,full,False,6.099999999999997e-06
mp-631568,AlAgB,0.8454208495333331,0.9112557830999992,0.0,False,NM,0.0006854,216,half,False,0.0006854
mp-631514,AlB2Pb,1.762802246549995,1.813238293399997,0.0,False,NM,0.024361999999999,216,full,False,0.024361999999999
mp-1214804,AlCo2Ni,-0.2247880495,0.117662525499998,0.0,True,FM,2.472558,225,full,True,2.472558
mp-10883,AlCrCo2,-0.220629258749998,0.057598806249999,0.0,True,FM,2.9997775,225,full,True,2.9997775
mp-16494,AlCrCu2,-0.015341943166667,0.160422962083332,0.0,True,FM,2.9512088,225,full,True,2.9512088
mp-16495,AlCrFe2,-0.164215934999999,0.016952406249998,0.0,True,FiM,0.998752499999999,225,full,True,0.998752499999999
mp-10885,AlCrNi2,-0.258918976249999,0.129311240625,0.0,True,FM,3.2114179,225,full,True,3.2114179
mp-862781,AlCrRu2,-0.3686861925,0.0,0.0,True,FiM,1.1216391,225,full,True,1.1216391
mp-867306,AlCuAu2,-0.25772352,0.0,0.0,False,NM,0.0,225,full,False,0.0
mp-866296,AlCuPd2,-0.6301237899999991,0.0,0.0,False,NM,0.0,225,full,False,0.0
mp-1183191,AlCuRh2,-0.574165619999998,0.037981738333325,0.0,False,NM,2.77e-05,225,full,False,2.77e-05
mp-1067509,AlCuS2,-0.071534237656248,0.891598616249999,0.0,False,NM,0.000460299999999,225,full,False,0.000460299999999
mp-1067556,AlCuSe2,0.023868365468764,0.7802025587499931,0.0,False,NM,0.0001104,225,full,False,0.0001104
mp-1066394,AlCuTe2,0.205824704999997,0.6310189112499991,0.0,False,NM,1.89e-05,225,full,False,1.89e-05
mp-1183187,AlFe2Ge,-0.211584308749999,0.012931964166666,0.0,True,FM,0.3686639,225,full,True,0.3686639
mp-672259,AlFe2Mo,-0.1760317375,0.037930024583335,0.0,True,FiM,0.87538,225,full,True,0.87538
mp-31186,AlFe2Ni,-0.094350042499999,0.235069955,0.0,True,FM,4.2439238,225,full,True,4.2439238
mp-867878,AlFe2Si,-0.444771827499999,0.0,0.0,True,FM,0.432166999999999,225,full,True,0.432166999999999
mp-862288,AlFe2W,-0.208302922499999,0.0,0.0,True,FiM,0.954311599999999,225,full,True,0.954311599999999
mp-10884,AlFeCo2,-0.358796625,0.0,0.0,True,FM,4.9954475,225,full,True,4.9954475
mp-1183163,AlFeIr2,-0.485886752499999,0.017963469166669,0.0,True,FM,4.563966,225,full,True,4.563966
mp-861953,AlFeRh2,-0.595923447499998,0.0,0.0,True,FM,4.5393375,225,full,True,4.5393375
mp-1183148,AlGaCo2,-0.373864114999999,0.003663324999999,0.0,False,NM,2.2e-06,225,full,False,2.2e-06
mp-1183158,AlGaIr2,-0.7508680024999991,0.012601042500001,0.0,False,NM,4.6500000000000005e-05,225,full,False,4.6500000000000005e-05
mp-1183173,AlGaNi2,-0.5220558375000001,0.019714050952382,0.0,False,NM,1.23e-05,225,full,False,1.23e-05
mp-1183218,AlGaRu2,-0.5257573575000011,0.004790064375001,0.0,False,NM,6.71e-05,225,full,False,6.71e-05
mp-867904,AlGeRu2,-0.517801542499999,0.0,0.0,False,NM,3.8e-05,225,full,False,3.8e-05
mp-631543,AlInB,1.047582126033333,1.081206157266667,0.0,False,NM,0.003672699999999,216,half,False,0.003672699999999
mp-1228803,AlNiGe,-0.425975988333332,0.030624778333335,0.0,False,NM,0.0004503,216,half,False,0.0004503
mp-862778,AlSiRu2,-0.7554451362499991,0.0,0.0,False,NM,1e-06,225,full,False,1e-06
mp-631582,AlTc2Pb,0.50111172,0.851821205,0.0,False,NM,0.007157399999999,216,full,False,0.007157399999999
mp-4955,AlVCo2,-0.447939702499999,0.0,0.0,True,FM,2.0007333,225,full,True,2.0007333
mp-1228804,AlVFe2,-0.138654494999999,0.290108125,0.0,True,FiM,3.6584464,216,full,True,3.6584464
mp-5778,AlVFe2,-0.428762619999999,0.0,0.0,False,NM,0.0,225,full,True,3.6584464
mp-961650,AlVNi,0.356573097456141,0.814568203333335,0.0,False,NM,0.005224599999999,216,half,False,0.005224599999999
mp-10899,AlVNi2,-0.392589291458335,0.046284947395832,0.0,False,NM,0.0002926,225,full,False,0.0002926
mp-862700,AlVOs2,-0.60377356,0.0,0.0,False,NM,1e-07,225,full,False,1e-07
mp-961668,AlVPt,-0.13764821,0.6046053022222261,0.0,False,NM,0.0002544,216,half,False,0.0002544
mp-866001,AlVRu2,-0.730717902500003,0.0,0.0,False,NM,0.0,225,full,False,0.0
mp-1183151,AlZnCu2,-0.154224252499999,0.015745643161428,0.0,False,NM,5.76e-05,225,full,False,5.76e-05
mp-862705,AlZnIr2,-0.693766981249999,0.0,0.0,False,NM,1e-07,225,full,False,1e-07
mp-866033,AlZnRh2,-0.8575285962499991,0.0,0.0,False,NM,7e-07,225,full,False,7e-07
mp-631257,AsSeBr,0.226682451718749,0.8447942075000011,0.0,False,NM,0.0011602,216,half,False,0.0011602
mp-631586,B2IrCl,1.890622136180557,2.345699615972222,0.0,False,NM,0.0589009,225,full,False,0.0589009
mp-631580,BPd2Br,0.8631545839583331,1.344338402083328,0.0,False,NM,0.000159899999999,216,full,False,0.000159899999999
mp-631529,BSe2Cl,1.46240798638021,1.907440271484374,0.0,False,NM,0.0004161,225,full,False,0.0004161
mp-631524,BTe2As,1.140974856354169,1.202774096458334,0.0,False,NM,0.002262799999999,225,full,False,0.002262799999999
mp-1183207,Ba2AgBi,-0.6575103079166651,0.0169905275,0.0581,False,NM,0.0,225,full,False,0.0
mp-984720,Ba2AgSb,-0.7695271354166651,0.024480710000002,0.207199999999999,False,NM,0.0,225,full,False,0.0
mp-861937,Ba2AsAu,-0.946146861875,0.0,0.5211,False,NM,0.0,225,full,False,0.0
mp-631574,Ba2BeGa,0.385081369374999,0.583906482589285,0.0,False,NM,0.008340499999999,216,full,False,0.008340499999999
mp-862947,Ba2BiAu,-0.865384862499998,0.0,0.422799999999999,False,NM,0.0,225,full,False,0.0
mp-1183204,Ba2CdHg,-0.411707740625001,0.007915799999999,0.0,False,NM,0.000344299999999,225,full,False,0.000344299999999
mp-1183281,Ba2CdIn,-0.360953541666667,0.001847796249998,0.0,False,NM,0.00089,225,full,False,0.00089
mp-867333,Ba2CdPb,-0.478444369999998,0.0,0.0,False,NM,1.1e-06,225,full,False,1.1e-06
mp-1183198,Ba2CdSn,-0.514826656249998,0.004861536875002,0.0,False,NM,3.86e-05,225,full,False,3.86e-05
mp-866106,Ba2HgPb,-0.590788698124998,0.0,0.0,False,NM,0.0,225,full,False,0.0
mp-1183329,Ba2InHg,-0.463481677291667,0.00973137625,0.0,False,NM,0.0023357,225,full,False,0.0023357
mp-1183274,Ba2MgIn,-0.233744945416666,0.00238541177174,0.0,False,NM,9.199999999999997e-06,225,full,False,9.199999999999997e-06
mp-1183219,Ba2MgTl,-0.236460654583336,0.0,0.0,False,NM,6.330000000000002e-05,225,full,False,6.330000000000002e-05
mp-1228340,Ba2NF,-1.6057094475,0.311588972291667,0.6992,False,NM,3.5e-06,225,full,False,3.5e-06
mp-1183273,Ba2NaIn,-0.206038514511495,0.018505106905173,0.0,False,NM,9.390000000000005e-05,225,full,False,9.390000000000005e-05
mp-34023,Ba2NbO,0.313019386249999,1.724840739999999,0.0,True,FM,5.0588681,225,full,True,5.0588681
mp-862631,Ba2SbAu,-0.9366391824999992,0.024605358249999,0.595699999999999,False,NM,0.0,225,full,False,0.0
mp-867912,Ba2SnHg,-0.6317105993750011,0.0,0.0374,False,NM,0.0,225,full,False,0.0
mp-1064865,Ba2SrNp,0.663934465312499,0.6650889953124991,0.0,True,FM,5.1057946,225,full,True,5.1057946
mp-866292,Ba2TlCd,-0.367555368333333,0.0,0.0,False,NM,0.001506999999999,225,full,False,0.001506999999999
mp-1183313,Ba2TlHg,-0.472778476458334,0.0,0.0,False,NM,0.0025829,225,full,False,0.0025829
mp-984724,Ba2TlZn,-0.291991890833334,0.0,0.0,False,NM,0.000301799999999,225,full,False,0.000301799999999
mp-1063920,Ba2UCo,1.313328620000001,1.441160643125,0.0,True,FiM,3.3274722,225,full,True,3.3274722
mp-984784,Ba2ZnCd,-0.232472377499999,0.007584713333333,0.0,False,NM,2.6e-06,225,full,False,2.6e-06
mp-1183301,Ba2ZnHg,-0.346780513124999,0.003688293333333,0.0,False,NM,1.3e-06,225,full,False,1.3e-06
mp-1183381,Ba2ZnIn,-0.284084686666666,0.009561917083334,0.0,False,NM,0.0061379,225,full,False,0.0061379
mp-1100397,BaAuCl,-1.427983426666666,0.426359191666665,1.9625999999999992,False,NM,0.0003492,216,half,False,0.0003492
mp-631532,BaBe2Te,0.416782308333333,1.4185696375,0.0,False,NM,0.00857,225,full,False,0.00857
mp-631517,BaBeGa,0.8494060525,1.108099471602564,0.0,False,NM,0.057724599999999,216,half,False,0.057724599999999
mp-1100395,BaBrCl,-2.768585671666667,0.020614121666665,4.9392,False,NM,6e-06,216,half,False,6e-06
mp-631512,BaCaRu2,0.8395265075,0.8395265075,0.0,False,NM,0.0006272,216,full,False,0.0006272
mp-1100437,BaCaSi,0.091361406666666,0.485068715833334,0.390699999999999,False,NM,0.000554799999999,216,half,False,0.000554799999999
mp-979986,BaCaYb2,0.364632316249995,0.364632316249995,0.0,False,NM,0.0047313,225,full,False,0.0047313
mp-631556,BaGe2B,0.738176705208333,1.189162289531251,0.0,False,NM,0.0025134,216,full,False,0.0025134
mp-631569,BaHf2As,0.560619055625,1.224289447531251,0.0,True,FM,1.633959599999999,225,full,True,1.633959599999999
mp-631500,BaHfMg2,0.5863739375,0.6252702681250001,0.0,False,NM,0.000101099999999,216,full,False,0.000101099999999
mp-631521,BaHfMo,1.187178816666667,1.273083171666665,0.0,False,NM,0.0002262,216,half,False,0.0002262
mp-1183299,BaHg2Bi,-0.476274601250005,0.002170987499998,0.0,False,NM,2e-07,225,full,False,2e-07
mp-864618,BaHg2Pb,-0.430415881250005,0.0,0.0,False,NM,1.4e-06,225,full,False,1.4e-06
mp-631498,BaMgOs2,1.32933736375,1.349463055000001,0.0,False,NM,0.000446899999999,225,full,False,0.000446899999999
mp-1183312,BaNa2Pb,-0.241546515689654,0.052564518060344,0.0,False,NM,2.56e-05,225,full,False,2.56e-05
mp-1183338,BaNa2Sn,-0.281572531939654,0.069749400560345,0.0,False,NM,1.3e-06,225,full,False,1.3e-06
mp-867147,BaNaHg2,-0.394867314094829,0.0,0.0,False,NM,2.4800000000000003e-05,225,full,False,2.4800000000000003e-05
mp-961774,BaNaSb,-0.694239730459769,0.118649861777776,0.422899999999999,False,NM,8.910000000000002e-05,216,half,False,8.910000000000002e-05
mp-962067,BaNaSn,-0.176811905459769,0.291617337873562,0.0,False,NM,0.0299186,216,half,False,0.0299186
mp-1183318,BaNaTl2,-0.257233097011497,0.031585659655176,0.0,False,NM,0.017693999999999,225,full,False,0.017693999999999
mp-631491,BaNbTc2,0.954847425,1.019612406249999,0.0,False,NM,0.0055371,225,full,False,0.0055371
mp-631703,BaRe2Sn,1.298175267499998,1.649497199999999,0.0,False,NM,0.001423,216,full,False,0.001423
mp-631492,BaScIr,0.901431278333333,1.607075240000001,0.0,False,NM,0.000206799999999,216,half,False,0.000206799999999
mp-631544,BaSiB,1.162864000277778,1.550995508611112,0.0,False,NM,0.003831599999999,216,half,False,0.003831599999999
mp-631504,BaSiTc2,1.002306545,1.2465010181249991,0.0,False,NM,0.0001175,216,full,False,0.0001175
mp-1183321,BaSr2Ca,0.021990865,0.024299925,0.0,False,NM,0.0005828,225,full,False,0.0005828
mp-1183392,BaSr2Eu,0.042798028749998,0.045107088749998,0.0,True,FM,7.4838876,225,full,True,7.4838876
mp-1227824,BaSr2Np,0.6608780403124991,0.6631871003124991,0.0,True,FM,5.0889421,216,full,True,5.0889421
mp-1183344,BaSrEu2,0.062391117499997,0.063545647499998,0.0,True,FM,14.9098401,225,full,True,14.9098401
mp-1183305,BaSrHg2,-0.511607163750004,0.016307632499998,0.0,False,NM,0.0004428,225,full,False,0.0004428
mp-1100434,BaSrSi,0.163959766666666,0.477941002916667,0.4914,False,NM,0.0001481,216,half,False,0.0001481
mp-962062,BaSrSn,-0.198036074999999,0.41453405,0.0028,False,NM,0.0006315,216,half,False,0.0006315
mp-1183386,BaSrTl2,-0.413215736666673,0.0,0.0,False,NM,2.7e-06,225,full,False,2.7e-06
mp-980191,BaSrYb2,0.426352086249998,0.426361090833331,0.0,True,FM,0.9358337,225,full,True,0.9358337
mp-631570,BaTaB,1.513706677833334,2.052572823333332,0.0,False,NM,0.0030091,216,half,False,0.0030091
mp-865984,BaTlHg2,-0.398012974583339,0.0,0.0,False,NM,6.9e-06,225,full,False,6.9e-06
mp-631495,BaYSc,0.8405989183333331,0.8405989183333331,0.0,True,FM,1.0131026,216,half,True,1.0131026
mp-631542,BaZrNi,0.6748585433333331,0.978681016666668,0.0,True,FM,1.2370875,216,half,True,1.2370875
mp-631489,Be2CdP,0.729983571339286,0.8745846048437501,0.0,False,NM,0.002832399999999,225,full,False,0.002832399999999
mp-867274,Be2CoIr,-0.458853827499999,0.0,0.0,True,FM,0.7264174,225,full,True,0.7264174
mp-867271,Be2CoNi,-0.412348772499999,0.0,0.0,False,NM,1.1e-06,225,full,False,1.1e-06
mp-867270,Be2CoPt,-0.5855304224999981,0.0,0.0,False,NM,8.130000000000001e-05,225,full,False,8.130000000000001e-05
mp-1227277,Be2CoSi,-0.184637479999999,0.113357043125001,0.0,False,NM,0.0032053,216,full,False,0.0032053
mp-867273,Be2CuIr,-0.399755665,0.0,0.0,False,NM,0.0,225,full,False,0.0
mp-865869,Be2CuPt,-0.459643522500002,0.0,0.0,False,NM,7e-07,225,full,False,7e-07
mp-865308,Be2CuRh,-0.422358172499999,0.0,0.0,False,NM,1.2e-06,225,full,False,1.2e-06
